,book_id,book_url,book_title,author_name,ratings,num_of_ratings,date_published,book_shelved,book_genre,num_likes,rating_num_like,weighted_review_score
956,3181564-the-housekeeper-and-the-professor,https://www.goodreads.com/book/show/3181564-the-housekeeper-and-the-professor,The Housekeeper and the Professor (Paperback),Yōko Ogawa,4.01,"42,485",2003,1501,fiction,4272,18048.0,4.224719101123595
957,18765,https://www.goodreads.com/book/show/18765.I_Claudius,"I, Claudius (Claudius, #1)",Robert Graves,4.2,"63,683",1934,1499,fiction,1438,5933.0,4.12586926286509
958,264,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady,The Portrait of a Lady (Paperback),Henry James,3.77,"77,448",1881,1497,fiction,3535,12968.0,3.6684582743988683
959,1096390,https://www.goodreads.com/book/show/1096390.The_Uncommon_Reader,The Uncommon Reader (Hardcover),Alan Bennett,3.75,"44,966",2007,1497,fiction,2358,9804.0,4.157760814249364
960,36510196-old-man-s-war,https://www.goodreads.com/book/show/36510196-old-man-s-war,"Old Man's War (Old Man's War, #1)",John Scalzi,4.19,"184,075",2005,1496,fiction,5184,20244.0,3.9050925925925926
961,533465,https://www.goodreads.com/book/show/533465.Balzac_and_the_Little_Chinese_Seamstress,Balzac and the Little Chinese Seamstress (Paperback),Dai Sijie,3.64,"62,082",2000,1496,fiction,1516,5189.0,3.4228232189973613
962,9673436-the-invention-of-hugo-cabret,https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret,The Invention of Hugo Cabret (Hardcover),Brian Selznick,4.19,"178,816",2007,1492,fiction,2527,9911.0,3.922041946972695
963,44492286-children-of-dune,https://www.goodreads.com/book/show/44492286-children-of-dune,"Children of Dune (Dune Chronicles, #3)",Frank Herbert,3.95,"126,871",1976,1492,fiction,2059,7477.0,3.6313744536182613
964,7171637-clockwork-angel,https://www.goodreads.com/book/show/7171637-clockwork-angel,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.3,"755,436",2010,1491,fiction,15729,58830.0,3.740225061987412
965,18467802-euphoria,https://www.goodreads.com/book/show/18467802-euphoria,Euphoria (Hardcover),Lily King,3.84,"82,350",2014,1490,fiction,4458,17980.0,4.033198743831314
966,40514431-evvie-drake-starts-over,https://www.goodreads.com/book/show/40514431-evvie-drake-starts-over,Evvie Drake Starts Over (Hardcover),Linda  Holmes,3.84,"106,030",2019,1487,fiction,5469,20452.0,3.7396233315048453
967,131123,https://www.goodreads.com/book/show/131123.The_Austere_Academy,"The Austere Academy (A Series of Unfortunate Events, #5)",Lemony Snicket,3.98,"146,616",2000,1486,fiction,1458,5285.0,3.6248285322359397
968,4703581-the-city-the-city,https://www.goodreads.com/book/show/4703581-the-city-the-city,The City & the City (Hardcover),China Miéville,3.89,"65,631",2009,1485,fiction,4124,15143.0,3.6719204655674105
969,26228034-the-obelisk-gate,https://www.goodreads.com/book/show/26228034-the-obelisk-gate,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,4.27,"120,412",2016,1484,fiction,4637,18345.0,3.9562216950614624
970,2767793-the-hero-of-ages,https://www.goodreads.com/book/show/2767793-the-hero-of-ages,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.48,"311,483",2008,1482,fiction,12832,59371.0,4.626792394014963
971,36430011-you,https://www.goodreads.com/book/show/36430011-you,"You (You, #1)",Caroline Kepnes,3.92,"185,260",2014,1482,fiction,23753,95555.0,4.022860270281648
972,228560,https://www.goodreads.com/book/show/228560.Sophie_s_Choice,Sophie's Choice (Paperback),William Styron,4.18,"85,624",1979,1480,fiction,1730,6555.0,3.7890173410404624
973,25852870-eligible,https://www.goodreads.com/book/show/25852870-eligible,"Eligible: A Modern Retelling of Pride & Prejudice (The Austen Project, #4)",Curtis Sittenfeld,3.61,"83,347",2016,1475,fiction,3935,11321.0,2.8770012706480306
974,40874032-vicious,https://www.goodreads.com/book/show/40874032-vicious,"Vicious (Villains, #1)",V.E. Schwab,4.2,"143,290",2013,1474,fiction,13891,65131.0,4.688719314664171
975,10979,https://www.goodreads.com/book/show/10979.Light_in_August,Light in August (Paperback),William Faulkner,3.92,"60,028",1932,1472,fiction,2552,11112.0,4.35423197492163
976,24233708-an-absolutely-remarkable-thing,https://www.goodreads.com/book/show/24233708-an-absolutely-remarkable-thing,"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,4.03,"83,467",2018,1471,fiction,7968,23292.0,2.9231927710843375
977,333538,https://www.goodreads.com/book/show/333538.The_Castle,The Castle (Paperback),Franz Kafka,3.95,"49,718",1922,1471,fiction,2735,11093.0,4.0559414990859235
978,23602562-our-souls-at-night,https://www.goodreads.com/book/show/23602562-our-souls-at-night,Our Souls at Night (Hardcover),Kent Haruf,3.91,"67,984",1984,1471,fiction,6226,28366.0,4.556055252168326
979,5344,https://www.goodreads.com/book/show/5344.Hard_Times,Hard Times (Paperback),Charles Dickens,3.54,"62,667",1854,1469,fiction,2099,7368.0,3.5102429728442117
980,77156,https://www.goodreads.com/book/show/77156.Plainsong,"Plainsong (Plainsong, #1)",Kent Haruf,4.01,"69,572",1999,1469,fiction,3503,15829.0,4.518698258635455
981,6138,https://www.goodreads.com/book/show/6138.The_Moonstone,The Moonstone (Paperback),Wilkie Collins,3.9,"91,007",1868,1469,fiction,3102,12926.0,4.166989039329465
982,33253215-the-heart-s-invisible-furies,https://www.goodreads.com/book/show/33253215-the-heart-s-invisible-furies,The Heart's Invisible Furies (Hardcover),John Boyne,4.48,"100,823",2017,1469,fiction,15043,70755.0,4.703516585787409
983,30363088-the-keeper-of-lost-things,https://www.goodreads.com/book/show/30363088-the-keeper-of-lost-things,The Keeper of Lost Things (ebook),Ruth Hogan,3.81,"116,076",2017,1469,fiction,4227,15008.0,3.5505086349656967
984,38296,https://www.goodreads.com/book/show/38296.The_Last_of_the_Mohicans,The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper,3.7,"96,515",1826,1468,fiction,1632,4574.0,2.8026960784313726
985,337113,https://www.goodreads.com/book/show/337113.The_Tenant_of_Wildfell_Hall,The Tenant of Wildfell Hall (Paperback),Anne Brontë,3.98,"97,202",1848,1464,fiction,4830,20180.0,4.178053830227744
986,10629,https://www.goodreads.com/book/show/10629.Christine,Christine (Paperback),Stephen King,3.8,"217,981",1983,1463,fiction,4191,16054.0,3.8305893581484134
987,20758104-the-knife-of-never-letting-go,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,3.96,"182,363",2008,1463,fiction,7123,27622.0,3.8778604520567175
988,233649,https://www.goodreads.com/book/show/233649.The_Great_Hunt,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,4.23,"256,929",1990,1462,fiction,3881,15998.0,4.12213347075496
989,40940649-i-am-legend,https://www.goodreads.com/book/show/40940649-i-am-legend,I Am Legend (Kindle Edition),Richard Matheson,4.06,"109,951",1954,1460,fiction,4141,16931.0,4.088625935764308
990,386187,https://www.goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil,Midnight in the Garden of Good and Evil (Paperback),John Berendt,3.91,"248,620",1994,1460,fiction,2669,10015.0,3.752341701011615
991,38501,https://www.goodreads.com/book/show/38501.Ham_on_Rye,Ham on Rye (Paperback),Charles Bukowski,4.14,"91,039",1982,1459,fiction,3276,13901.0,4.243284493284493
992,24830,https://www.goodreads.com/book/show/24830.The_Illustrated_Man,The Illustrated Man (Paperback),Ray Bradbury,4.11,"89,711",1951,1459,fiction,2091,8972.0,4.290769966523195
993,5015,https://www.goodreads.com/book/show/5015.Saturday,Saturday (Paperback),Ian McEwan,3.62,"71,387",2005,1458,fiction,2179,5610.0,2.5745754933455713
994,11564,https://www.goodreads.com/book/show/11564.The_Girl_Who_Loved_Tom_Gordon,The Girl Who Loved Tom Gordon (Paperback),Stephen King,3.62,"144,979",1999,1457,fiction,2372,9135.0,3.8511804384485666
995,248704,https://www.goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story,It's Kind of a Funny Story (Paperback),Ned Vizzini,4.08,"234,058",2006,1457,fiction,4235,12702.0,2.999291617473436
996,33916024-sourdough,https://www.goodreads.com/book/show/33916024-sourdough,Sourdough (Hardcover),Robin Sloan,3.76,"47,234",2017,1456,fiction,3561,13857.0,3.891322662173547
997,3690,https://www.goodreads.com/book/show/3690.The_Power_and_the_Glory,The Power and the Glory (Paperback),Graham Greene,3.95,"37,558",1940,1454,fiction,2585,11036.0,4.269245647969052
998,40130093-once-upon-a-river,https://www.goodreads.com/book/show/40130093-once-upon-a-river,Once Upon a River (Hardcover),Diane Setterfield,3.95,"68,177",2018,1454,fiction,8934,38116.0,4.266398029997761
999,292408,https://www.goodreads.com/book/show/292408.Angle_of_Repose,Angle of Repose (Paperback),Wallace Stegner,4.21,"58,190",1971,1454,fiction,4070,18286.0,4.492874692874693
1000,22590,https://www.goodreads.com/book/show/22590.Ubik,Ubik (Paperback),Philip K. Dick,4.07,"97,484",1969,1452,fiction,3559,15168.0,4.261871312166339
1001,12557,https://www.goodreads.com/book/show/12557.The_Kitchen_God_s_Wife,The Kitchen God's Wife (Paperback),Amy Tan,4.0,"81,901",1991,1452,fiction,684,2880.0,4.2105263157894735
1002,16788,https://www.goodreads.com/book/show/16788.Fragile_Things,Fragile Things: Short Fictions and Wonders (Hardcover),Neil Gaiman,3.91,"74,406",2006,1451,fiction,1196,4264.0,3.5652173913043477
1003,5093,https://www.goodreads.com/book/show/5093.Song_of_Susannah,"Song of Susannah (The Dark Tower, #6)",Stephen King,3.97,"147,065",2004,1450,fiction,2155,7631.0,3.5410672853828307
1004,12985,https://www.goodreads.com/book/show/12985.The_Tempest,The Tempest (Mass Market Paperback),William Shakespeare,3.8,"188,137",1611,1447,fiction,2986,13136.0,4.39919624916276
1005,23156040-those-who-leave-and-those-who-stay,https://www.goodreads.com/book/show/23156040-those-who-leave-and-those-who-stay,Those Who Leave and Those Who Stay (The Neapolitan Novels #3),Elena Ferrante,4.32,"106,830",2013,1446,fiction,3152,13553.0,4.2998096446700504
1006,50358031-leave-the-world-behind,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,Leave the World Behind (Hardcover),Rumaan Alam,3.23,"85,009",2020,1446,fiction,9701,27836.0,2.8693949077414698
1007,5091,https://www.goodreads.com/book/show/5091.The_Dark_Tower,"The Dark Tower (The Dark Tower, #7)",Stephen King,4.23,"163,227",2004,1446,fiction,4532,17665.0,3.89783759929391
1008,14995,https://www.goodreads.com/book/show/14995.Odd_Thomas,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,3.96,"268,099",2003,1446,fiction,1869,7109.0,3.8036383092562867
1009,18428067-a-constellation-of-vital-phenomena,https://www.goodreads.com/book/show/18428067-a-constellation-of-vital-phenomena,A Constellation of Vital Phenomena (Paperback),Anthony Marra,4.07,"54,485",2013,1443,fiction,4927,21221.0,4.30708341790136
1010,5348,https://www.goodreads.com/book/show/5348.The_Testament,The Testament (Paperback),John Grisham,3.87,"114,154",1999,1443,fiction,1301,5417.0,4.163720215219063
1011,18130,https://www.goodreads.com/book/show/18130.A_Wind_in_the_Door,"A Wind in the Door (Time Quintet, #2)",Madeleine L'Engle,3.97,"134,697",1973,1443,fiction,1303,4709.0,3.6139677666922485
1012,35297426-then-she-was-gone,https://www.goodreads.com/book/show/35297426-then-she-was-gone,Then She Was Gone (Hardcover),Lisa Jewell,4.04,"318,985",2017,1442,fiction,9662,38956.0,4.031877458083213
1013,22299763-crooked-kingdom,https://www.goodreads.com/book/show/22299763-crooked-kingdom,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.59,"373,056",2016,1440,fiction,23675,108347.0,4.576430834213305
1014,13206760-scarlet,https://www.goodreads.com/book/show/13206760-scarlet,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.25,"358,140",2013,1440,fiction,14212,60113.0,4.229735434843794
1015,16243,https://www.goodreads.com/book/show/16243.Case_Histories,Case Histories (Jackson Brodie #1),Kate Atkinson,3.8,"105,363",2004,1440,fiction,2411,9151.0,3.7955205309000415
1016,22501028-a-spool-of-blue-thread,https://www.goodreads.com/book/show/22501028-a-spool-of-blue-thread,A Spool of Blue Thread (Hardcover),Anne Tyler,3.43,"89,006",2015,1437,fiction,3954,13674.0,3.4582701062215477
1017,4921,https://www.goodreads.com/book/show/4921.Three_Men_in_a_Boat,"Three Men in a Boat (Three Men, #1)",Jerome K. Jerome,3.86,"63,093",1889,1435,fiction,2132,8136.0,3.8161350844277675
1018,23754,https://www.goodreads.com/book/show/23754.Preludes_Nocturnes,"Preludes & Nocturnes (The Sandman, #1)",Neil Gaiman,4.22,"234,258",1991,1433,fiction,3470,14852.0,4.280115273775216
1019,9566,https://www.goodreads.com/book/show/9566.Still_Life_with_Woodpecker,Still Life with Woodpecker (Paperback),Tom Robbins,4.0,"79,290",1980,1433,fiction,1193,4333.0,3.632020117351215
1020,607639,https://www.goodreads.com/book/show/607639.The_Beach,The Beach (Paperback),Alex Garland,3.94,"80,295",1996,1431,fiction,1348,5827.0,4.322700296735905
1021,22522808-trigger-warning,https://www.goodreads.com/book/show/22522808-trigger-warning,Trigger Warning: Short Fictions and Disturbances (Hardcover),Neil Gaiman,3.9,"58,235",2015,1430,fiction,2007,6854.0,3.4150473343298455
1022,6433752-the-lacuna,https://www.goodreads.com/book/show/6433752-the-lacuna,The Lacuna (Hardcover),Barbara Kingsolver,3.76,"69,860",2009,1429,fiction,1499,5453.0,3.637758505670447
1023,21671,https://www.goodreads.com/book/show/21671.Mystic_River,Mystic River (Paperback),Dennis Lehane,4.12,"147,829",2001,1429,fiction,2470,11147.0,4.512955465587044
1024,28372019-the-bookshop-on-the-corner,https://www.goodreads.com/book/show/28372019-the-bookshop-on-the-corner,"The Bookshop on the Corner (Scottish Bookshop, #1)",Jenny Colgan,3.84,"63,963",2016,1427,fiction,2466,9115.0,3.6962692619626925
1025,36478784-the-flatshare,https://www.goodreads.com/book/show/36478784-the-flatshare,The Flatshare (Hardcover),Beth O'Leary,4.08,"198,197",2019,1427,fiction,12016,47231.0,3.930675765645806
1026,33724,https://www.goodreads.com/book/show/33724.Can_You_Keep_a_Secret_,Can You Keep a Secret? (Paperback),Sophie Kinsella,3.84,"408,201",2003,1427,fiction,3680,13050.0,3.546195652173913
1027,518848,https://www.goodreads.com/book/show/518848.Sabriel,"Sabriel (Abhorsen,  #1)",Garth Nix,4.14,"203,524",1995,1425,fiction,2950,11643.0,3.946779661016949
1028,8490112-daughter-of-smoke-bone,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,3.98,"352,280",2011,1425,fiction,12313,50898.0,4.133679850564444
1029,38311414-house-of-sand-and-fog,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog,House of Sand and Fog (Paperback),Andre Dubus III,3.85,"130,431",1999,1424,fiction,1424,5696.0,4.0
1030,41193,https://www.goodreads.com/book/show/41193.A_Thousand_Acres,A Thousand Acres (Paperback),Jane Smiley,3.8,"65,785",1991,1424,fiction,1918,8061.0,4.20281543274244
1031,233093,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat,"The Cat in the Hat (The Cat in the Hat, #1)",Dr. Seuss,4.16,"480,184",1957,1423,fiction,1607,5928.0,3.6888612321095207
1032,140082,https://www.goodreads.com/book/show/140082.Club_Dead,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,3.99,"237,273",2003,1422,fiction,1331,4413.0,3.315552216378663
1033,12957,https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing,Much Ado About Nothing (Paperback),William Shakespeare,4.05,"229,140",1598,1421,fiction,3158,14121.0,4.471500949968334
1034,26025580-the-grownup,https://www.goodreads.com/book/show/26025580-the-grownup,The Grownup (Hardcover),Gillian Flynn,3.57,"112,993",2014,1420,fiction,5407,19125.0,3.537081560939523
1035,35066358-the-first-fifteen-lives-of-harry-august,https://www.goodreads.com/book/show/35066358-the-first-fifteen-lives-of-harry-august,The First Fifteen Lives of Harry August (Kindle Edition),Claire North,4.01,"78,621",2014,1418,fiction,4354,15132.0,3.4754248966467616
1036,6976,https://www.goodreads.com/book/show/6976.The_Mermaid_Chair,The Mermaid Chair (Paperback),Sue Monk Kidd,3.19,"82,737",2004,1418,fiction,1333,3141.0,2.356339084771193
1037,15803059-ordinary-grace,https://www.goodreads.com/book/show/15803059-ordinary-grace,Ordinary Grace (Hardcover),William Kent Krueger,4.22,"110,046",2013,1416,fiction,7716,35584.0,4.611715914981856
1038,20821087-the-paying-guests,https://www.goodreads.com/book/show/20821087-the-paying-guests,The Paying Guests (Hardcover),Sarah Waters,3.45,"78,959",2014,1416,fiction,3398,11174.0,3.2884049440847556
1039,24861,https://www.goodreads.com/book/show/24861.Demian,Demian: Die Geschichte von Emil Sinclairs Jugend (Paperback),Hermann Hesse,4.12,"85,641",1919,1413,fiction,2543,10403.0,4.09083759339363
1040,25883848-the-hating-game,https://www.goodreads.com/book/show/25883848-the-hating-game,The Hating Game (ebook),Sally  Thorne,4.09,"307,634",2016,1413,fiction,26817,98857.0,3.6863556699108773
1041,18816603-leaving-time,https://www.goodreads.com/book/show/18816603-leaving-time,Leaving Time (Hardcover),Jodi Picoult,3.96,"154,421",2014,1413,fiction,2445,8348.0,3.414314928425358
1042,9532,https://www.goodreads.com/book/show/9532.Ender_s_Shadow,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,4.29,"165,008",1999,1413,fiction,908,3720.0,4.096916299559472
1043,8337,https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods,"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,4.18,"249,073",1932,1412,fiction,2566,11125.0,4.3355416991426345
1044,77262,https://www.goodreads.com/book/show/77262.Animal_Dreams,Animal Dreams (Paperback),Barbara Kingsolver,4.04,"69,551",1990,1409,fiction,512,2139.0,4.177734375
1045,43944,https://www.goodreads.com/book/show/43944.Suite_Fran_aise,Suite Française (Paperback),Irène Némirovsky,3.81,"74,941",2004,1408,fiction,1627,6777.0,4.165334972341733
1046,62022,https://www.goodreads.com/book/show/62022.The_Queen_s_Gambit,The Queen's Gambit (Paperback),Walter Tevis,4.21,"66,637",1983,1407,fiction,4727,20207.0,4.274804315633594
1047,12220,https://www.goodreads.com/book/show/12220.A_Streetcar_Named_Desire,A Streetcar Named Desire (Paperback),Tennessee Williams,3.98,"277,760",1947,1407,fiction,2031,8675.0,4.271294928606598
1048,40493,https://www.goodreads.com/book/show/40493.The_Valley_of_Horses,"The Valley of Horses (Earth's Children, #2)",Jean M. Auel,3.99,"84,738",1982,1407,fiction,1691,5634.0,3.3317563571850974
1049,6440,https://www.goodreads.com/book/show/6440.Ivanhoe,Ivanhoe (Paperback),Walter Scott,3.75,"93,048",1819,1406,fiction,1840,7319.0,3.9777173913043478
1050,38140077-washington-black,https://www.goodreads.com/book/show/38140077-washington-black,Washington Black (Hardcover),Esi Edugyan,3.96,"57,517",2018,1406,fiction,4188,14931.0,3.565186246418338
1051,17333324-ancillary-justice,https://www.goodreads.com/book/show/17333324-ancillary-justice,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,3.97,"93,715",2013,1406,fiction,4949,17976.0,3.6322489391796324
1052,517188,https://www.goodreads.com/book/show/517188.The_Prime_of_Miss_Jean_Brodie,The Prime of Miss Jean Brodie (Paperback),Muriel Spark,3.73,"46,145",1961,1402,fiction,2661,9701.0,3.6456219466366027
1053,10967,https://www.goodreads.com/book/show/10967.The_Fiery_Cross,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,4.21,"194,570",2001,1402,fiction,3584,11366.0,3.1713169642857144
1054,46799,https://www.goodreads.com/book/show/46799.Go_Ask_Alice,Go Ask Alice (Paperback),Beatrice Sparks,3.75,"253,201",1971,1401,fiction,3550,7598.0,2.1402816901408452
1055,16200,https://www.goodreads.com/book/show/16200.Ella_Minnow_Pea,Ella Minnow Pea: A Novel in Letters (Paperback),Mark Dunn,3.88,"37,237",2001,1401,fiction,1135,4261.0,3.754185022026432
1056,83674,https://www.goodreads.com/book/show/83674.The_Bridges_of_Madison_County,The Bridges of Madison County (Mass Market Paperback),Robert James Waller,3.64,"88,056",1992,1400,fiction,2061,5407.0,2.623483745754488
1057,9597,https://www.goodreads.com/book/show/9597.Player_Piano,Player Piano (Paperback),Kurt Vonnegut Jr.,3.88,"49,266",1952,1400,fiction,1688,6756.0,4.002369668246446
1058,172327,https://www.goodreads.com/book/show/172327.The_Ersatz_Elevator,"The Ersatz Elevator (A Series of Unfortunate Events, #6)",Lemony Snicket,4.03,"132,254",2001,1400,fiction,1305,5417.0,4.15095785440613
1059,13596166-joyland,https://www.goodreads.com/book/show/13596166-joyland,Joyland (Paperback),Stephen King,3.92,"139,326",2013,1398,fiction,3199,13523.0,4.227258518286964
1060,2152,https://www.goodreads.com/book/show/2152.The_Jane_Austen_Book_Club,The Jane Austen Book Club (Paperback),Karen Joy Fowler,3.12,"70,252",2004,1396,fiction,1029,2073.0,2.0145772594752187
1061,91477,https://www.goodreads.com/book/show/91477.Fool_Moon,"Fool Moon (The Dresden Files, #2)",Jim Butcher,3.99,"181,195",2001,1394,fiction,3157,10180.0,3.2245802977510296
1062,7723542-a-dog-s-purpose,https://www.goodreads.com/book/show/7723542-a-dog-s-purpose,"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,4.33,"122,163",2010,1394,fiction,3183,13998.0,4.397737983034872
1063,184419,https://www.goodreads.com/book/show/184419.The_Man_Who_Was_Thursday,The Man Who Was Thursday: A Nightmare (Paperback),G.K. Chesterton,3.81,"37,640",1908,1393,fiction,1933,7687.0,3.9767201241593377
1064,41839602-still-me,https://www.goodreads.com/book/show/41839602-still-me,"Still Me (Me Before You, #3)",Jojo Moyes,4.12,"170,249",2018,1393,fiction,6346,19267.0,3.0360857232902614
1065,30528535,https://www.goodreads.com/book/show/30528535,انتحار فاشل (Paperback),أحمد جمال الدين رمضان,4.53,"2,627",2016,1392,fiction,1638,7738.0,4.724053724053724
1066,5360,https://www.goodreads.com/book/show/5360.A_Painted_House,A Painted House (Paperback),John Grisham,3.71,"90,080",2001,1390,fiction,1258,5538.0,4.402225755166931
1067,25104465-tipping-the-velvet,https://www.goodreads.com/book/show/25104465-tipping-the-velvet,Tipping the Velvet (Paperback),Sarah Waters,4.02,"63,490",1998,1390,fiction,2670,10818.0,4.051685393258427
1068,9014,https://www.goodreads.com/book/show/9014.The_Long_Walk,The Long Walk (Mass Market Paperback),Richard Bachman,4.08,"150,046",1979,1388,fiction,5187,20965.0,4.041835357624831
1069,8682,https://www.goodreads.com/book/show/8682.Jitterbug_Perfume,Jitterbug Perfume (Paperback),Tom Robbins,4.19,"74,904",1984,1388,fiction,1336,4609.0,3.4498502994011977
1070,827,https://www.goodreads.com/book/show/827.The_Diamond_Age,"The Diamond Age: Or, a Young Lady's Illustrated Primer (Paperback)",Neal Stephenson,4.14,"89,894",1995,1388,fiction,2152,7909.0,3.675185873605948
1071,53288434-the-lost-apothecary,https://www.goodreads.com/book/show/53288434-the-lost-apothecary,The Lost Apothecary (Hardcover),Sarah Penner,3.78,"127,775",2021,1386,fiction,12512,37638.0,3.0081521739130435
1072,32768522-carry-on,https://www.goodreads.com/book/show/32768522-carry-on,"Carry On (Simon Snow, #1)",Rainbow Rowell,4.19,"259,672",2015,1385,fiction,17904,66439.0,3.7108467381590704
1073,111450,https://www.goodreads.com/book/show/111450.Quidditch_Through_the_Ages,Quidditch Through the Ages (Hogwarts Library),J.K. Rowling,3.81,"169,154",2001,1385,fiction,1987,6736.0,3.390035228988425
1074,37004370-the-memory-police,https://www.goodreads.com/book/show/37004370-the-memory-police,The Memory Police (Hardcover),Yōko Ogawa,3.77,"47,961",1994,1382,fiction,7604,25908.0,3.407154129405576
1075,50798,https://www.goodreads.com/book/show/50798.Jude_the_Obscure,Jude the Obscure (Paperback),Thomas Hardy,3.81,"68,768",1895,1382,fiction,3228,13225.0,4.096964064436183
1076,8648,https://www.goodreads.com/book/show/8648.Xenocide,"Xenocide (Ender's Saga, #3)",Orson Scott Card,3.8,"150,800",1991,1382,fiction,1034,3040.0,2.9400386847195357
1077,944073,https://www.goodreads.com/book/show/944073.The_Blade_Itself,"The Blade Itself (The First Law, #1)",Joe Abercrombie,4.17,"191,238",2006,1379,fiction,7976,32890.0,4.123620862587764
1078,95558,https://www.goodreads.com/book/show/95558.Solaris,Solaris (Paperback),Stanisław Lem,3.99,"84,190",1961,1377,fiction,3219,12728.0,3.954022988505747
1079,7824322-between-shades-of-gray,https://www.goodreads.com/book/show/7824322-between-shades-of-gray,Between Shades of Gray (Hardcover),Ruta Sepetys,4.34,"194,107",2011,1376,fiction,7452,32646.0,4.380837359098229
1080,4985,https://www.goodreads.com/book/show/4985.Welcome_to_the_Monkey_House,Welcome to the Monkey House (Paperback),Kurt Vonnegut Jr.,4.1,"58,783",1968,1375,fiction,1487,6171.0,4.149966375252186
1081,25845273-the-great-divorce,https://www.goodreads.com/book/show/25845273-the-great-divorce,The Great Divorce (Paperback),C.S. Lewis,4.28,"121,881",1945,1374,fiction,1664,7463.0,4.484975961538462
1082,5355,https://www.goodreads.com/book/show/5355.The_Chamber,The Chamber (Paperback),John Grisham,3.81,"134,834",1994,1373,fiction,992,4437.0,4.472782258064516
1083,2517,https://www.goodreads.com/book/show/2517.My_Name_Is_Red,My Name Is Red (Paperback),Orhan Pamuk,3.86,"51,749",1998,1371,fiction,3750,14926.0,3.9802666666666666
1084,3483,https://www.goodreads.com/book/show/3483.Special_Topics_in_Calamity_Physics,Special Topics in Calamity Physics (Hardcover),Marisha Pessl,3.71,"48,909",2006,1368,fiction,2603,6906.0,2.6530925854782943
1085,17650,https://www.goodreads.com/book/show/17650.The_Robber_Bride,The Robber Bride (Paperback),Margaret Atwood,3.81,"45,938",1993,1368,fiction,1291,5259.0,4.073586367157242
1086,1430,https://www.goodreads.com/book/show/1430.Eleven_Minutes,Eleven Minutes (Paperback),Paulo Coelho,3.7,"159,727",2003,1366,fiction,1272,3929.0,3.0888364779874213
1087,9520360-the-son-of-neptune,https://www.goodreads.com/book/show/9520360-the-son-of-neptune,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,4.41,"477,632",2011,1366,fiction,5304,20799.0,3.9213800904977374
1088,62446,https://www.goodreads.com/book/show/62446.The_Prince_and_the_Pauper,The Prince and the Pauper (Paperback),Mark Twain,3.86,"111,051",1881,1365,fiction,889,3313.0,3.7266591676040495
1089,42201431-the-unhoneymooners,https://www.goodreads.com/book/show/42201431-the-unhoneymooners,The Unhoneymooners (Paperback),Christina Lauren,4.02,"274,099",2019,1365,fiction,16497,62345.0,3.7791719706613325
1090,59924,https://www.goodreads.com/book/show/59924.The_Lathe_of_Heaven,The Lathe of Heaven (Paperback),Ursula K. Le Guin,4.11,"60,131",1971,1365,fiction,3454,14897.0,4.312970469021424
1091,36840397-a-place-for-us,https://www.goodreads.com/book/show/36840397-a-place-for-us,A Place for Us (Hardcover),Fatima Farheen Mirza,4.16,"48,476",2018,1364,fiction,7246,30097.0,4.15360198730334
1092,27523,https://www.goodreads.com/book/show/27523.Left_Behind,"Left Behind (Left Behind, #1)",Tim LaHaye,3.83,"215,937",1995,1364,fiction,1441,3503.0,2.4309507286606524
1093,28449257-the-wonder,https://www.goodreads.com/book/show/28449257-the-wonder,The Wonder (Hardcover),Emma Donoghue,3.62,"74,263",2016,1364,fiction,6145,24771.0,4.031082180634662
1094,9820,https://www.goodreads.com/book/show/9820.Crossing_to_Safety,Crossing to Safety (Paperback),Wallace Stegner,4.16,"40,912",1987,1363,fiction,4188,18773.0,4.482569245463228
